pID,DAP,DaysOfYear,Height-Diff,GrowthRate-Diff,Precipitation,Humidity,SolarRadiation,Temperature,GDD,CGDD
1907.0,67.0,211.0,0.105267028,-0.168093126,8.3,71.33,35.14,73.706,23.616,1542.348
1908.0,68.0,212.0,0.102100015,-0.486179855,0.85,58.69,32.34,75.074,24.165,1566.513
1909.0,69.0,213.0,0.095309941,-0.869045454,0.79,51.87,30.74,76.01,24.354,1590.867
1910.0,70.0,214.0,0.08513704,-1.1286177,7.74,60.54,32.44,73.31,22.932,1613.799
1911.0,71.0,215.0,0.073617442,-1.13170885,0.79,54.75,30.65,64.4,15.345,1629.144
1912.0,72.0,216.0,0.063193177,-0.930569812,1.78,58.07,31.78,67.208,16.155,1645.299
1913.0,73.0,217.0,0.055216712,-0.664370112,2.74,62.17,31.98,70.466,20.466,1665.765
1914.0,74.0,218.0,0.049784646,-0.432061464,5.07,68.35,31.79,67.514,18.657,1684.422
1915.0,75.0,219.0,0.046352436,-0.265426967,7.17,70.53,31.71,65.318,16.065,1700.487
1916.0,76.0,220.0,0.044278068,-0.157923166,3.04,64.85,33.14,66.794,16.515,1717.002
1917.0,77.0,221.0,0.043054203,-0.092448552,0.14,58.33,31.5,71.024,20.691,1737.693
1918.0,78.0,222.0,0.042340383,-0.053753447,8.02,75.29,32.07,63.644,12.573,1750.266
1919.0,79.0,223.0,0.041925729,-0.031213136,0.4,53.94,29.79,66.416,15.786,1766.052
1920.0,80.0,224.0,0.041684801,-0.018156981,10.09,78.21,33.08,67.892,18.639,1784.691
1921.0,1.0,145.0,0.00032168,0.038511197,3.1,64.91,29.65,60.458,13.122,13.122
1922.0,2.0,146.0,0.000820979,0.06039239,3.22,59.76,28.76,60.08,12.141,25.263
1923.0,3.0,147.0,0.001516314,0.078194738,3.75,64.47,28.98,57.344,8.208,33.471
1924.0,4.0,148.0,0.002377276,0.09369075,0.39,46.44,27.61,61.772,12.537,46.008
1925.0,5.0,149.0,0.003384959,0.107625656,0.03,42.16,26.71,64.004,13.995,60.003
1926.0,6.0,150.0,0.004525947,0.120403055,0.0,37.94,26.43,64.4,14.85,74.853
1927.0,7.0,151.0,0.005790003,0.132272815,0.78,53.75,28.91,66.884,16.146,90.999
1928.0,8.0,152.0,0.007168944,0.143403269,0.63,57.73,29.94,70.412,20.331,111.33
1929.0,9.0,153.0,0.008656008,0.153914663,5.11,56.41,31.05,72.05,21.393,132.723
1930.0,10.0,154.0,0.010245475,0.163896689,4.61,75.24,32.13,65.894,16.335,149.058
1931.0,11.0,155.0,0.011932409,0.17341851,0.0,54.42,29.86,71.222,19.944,169.002
1932.0,12.0,156.0,0.013712494,0.182534882,0.31,47.26,30.72,73.868,22.365,191.367
1933.0,13.0,157.0,0.015581904,0.191290101,0.32,55.24,32.22,70.556,20.97,212.337
1934.0,14.0,158.0,0.017537215,0.19972064,4.7,67.12,32.46,69.674,18.783,231.12
1935.0,15.0,159.0,0.019575337,0.207856992,0.26,61.87,31.5,72.356,21.96,253.08
1936.0,16.0,160.0,0.021693461,0.215724975,0.0,51.96,31.56,76.91,22.923,276.003
1937.0,17.0,161.0,0.023889016,0.223346698,0.0,42.14,31.14,77.81,24.849,300.852
1938.0,18.0,162.0,0.026159638,0.230741277,0.36,51.84,33.5,77.612,25.272,326.124
1939.0,19.0,163.0,0.02850314,0.237925383,0.01,52.87,32.57,79.394,25.965,352.089
1940.0,20.0,164.0,0.030917493,0.244913671,0.0,28.85,28.52,75.2,23.877,375.966
1941.0,21.0,165.0,0.033400804,0.251719111,0.0,28.63,27.88,74.318,21.951,397.917
1942.0,22.0,166.0,0.035951304,0.258353262,0.0,24.64,29.99,77.378,22.653,420.57
1943.0,23.0,167.0,0.038567333,0.264826489,0.0,28.68,32.3,80.96,24.228,444.798
1944.0,24.0,168.0,0.041247329,0.271148147,0.13,45.91,33.36,71.402,22.41,467.208
1945.0,25.0,169.0,0.043989819,0.277326743,0.0,32.74,31.28,71.636,20.169,487.377
1946.0,26.0,170.0,0.046793413,0.283370074,0.01,35.48,31.66,73.976,23.364,510.741
1947.0,27.0,171.0,0.049656794,0.289285369,0.01,35.95,32.59,81.716,23.526,534.267
1948.0,28.0,172.0,0.052578716,0.29507942,0.02,32.47,33.54,87.44,28.305,562.572
1949.0,29.0,173.0,0.055558,0.300758735,2.75,38.1,32.19,79.466,25.389,587.961
1950.0,30.0,174.0,0.05859353,0.306329705,0.47,40.06,29.14,65.768,16.713,604.674
1951.0,31.0,175.0,0.061684254,0.311798813,0.45,35.56,30.99,67.856,16.182,620.856
1952.0,32.0,176.0,0.064829189,0.317172898,1.78,55.96,29.87,63.338,13.464,634.32
1953.0,33.0,177.0,0.068027421,0.322459485,0.14,46.42,30.05,70.754,21.069,655.389
1954.0,34.0,178.0,0.071278116,0.32766723,1.88,45.61,32.45,76.46,21.456,676.845
1955.0,35.0,179.0,0.074580537,0.332806489,1.34,41.6,31.52,76.856,24.03,700.875
1956.0,36.0,180.0,0.07793406,0.337890077,1.6,39.08,31.14,74.858,23.571,724.446
1957.0,37.0,181.0,0.081338206,0.342934248,1.44,44.7,30.79,68.198,16.938,741.384
1958.0,38.0,182.0,0.084792682,0.347959978,0.0,38.01,30.8,76.1,22.014,763.398
1959.0,39.0,183.0,0.088297435,0.352994624,3.14,42.44,34.05,81.356,25.083,788.481
1960.0,40.0,184.0,0.091852723,0.35807405,2.56,49.16,33.27,76.676,25.245,813.726
1961.0,41.0,185.0,0.09545922,0.363245343,3.06,48.73,31.81,78.206,23.805,837.531
1962.0,42.0,186.0,0.09911814,0.368570248,0.18,39.74,32.64,82.778,26.1,863.631
1963.0,43.0,187.0,0.102831403,0.374129466,2.4,35.85,33.38,85.784,27.864,891.495
1964.0,44.0,188.0,0.106601857,0.380028005,4.32,45.05,33.08,77.864,27.054,918.549
1965.0,45.0,189.0,0.110433543,0.386401728,0.43,40.5,33.43,80.528,25.857,944.406
1966.0,46.0,190.0,0.114332052,0.393425296,0.0,30.3,32.26,85.208,25.569,969.975
1967.0,47.0,191.0,0.118304952,0.401321627,2.66,32.26,35.49,86.738,28.332,998.307
1968.0,48.0,192.0,0.122362327,0.410372941,1.62,44.8,36.58,84.47,29.799,1028.106
1969.0,49.0,193.0,0.126517431,0.420933327,2.46,48.75,35.91,77.792,27.378,1055.484
1970.0,50.0,194.0,0.130787478,0.433442525,0.13,50.61,33.5,76.244,26.208,1081.692
1971.0,51.0,195.0,0.135194564,0.448440294,0.0,47.6,32.02,79.034,25.029,1106.721
1972.0,52.0,196.0,0.139766744,0.466580187,0.09,52.47,32.69,78.998,26.532,1133.253
1973.0,53.0,197.0,0.144539223,0.488640847,0.06,51.18,32.56,79.232,26.649,1159.902
1974.0,54.0,198.0,0.149555648,0.515531997,0.46,51.81,34.27,82.742,27.81,1187.712
1975.0,55.0,199.0,0.15486941,0.548291113,0.24,47.95,34.42,83.786,27.837,1215.549
1976.0,56.0,200.0,0.160544846,0.588065368,1.3,41.37,36.18,88.052,28.548,1244.097
1977.0,57.0,201.0,0.166658158,0.636071829,0.08,41.94,34.94,85.154,28.476,1272.573
1978.0,58.0,202.0,0.173297789,0.693526516,1.4,35.31,35.56,88.466,30.123,1302.696
1979.0,59.0,203.0,0.180563877,0.7615284,0.15,41.61,34.66,80.492,28.44,1331.136
1980.0,60.0,204.0,0.188566231,0.840872981,0.0,30.42,32.16,82.778,25.776,1356.912
1981.0,61.0,205.0,0.19741987,0.931739833,1.98,33.12,32.81,84.686,27.531,1384.443
1982.0,62.0,206.0,0.207236321,1.033121646,0.89,36.16,35.39,88.43,29.988,1414.431
1983.0,63.0,207.0,0.218106723,1.141681582,1.12,57.25,36.8,77.99,27.81,1442.241
1984.0,64.0,208.0,0.230068004,1.249351883,14.79,52.61,34.81,74.498,24.705,1466.946
1985.0,65.0,209.0,0.243033756,1.338424497,3.8,60.73,35.51,76.064,25.785,1492.731
1986.0,66.0,210.0,0.256658112,1.373043805,6.43,64.68,34.44,75.704,26.001,1518.732
1987.0,67.0,211.0,0.270109587,1.291597011,8.3,71.33,35.14,73.706,23.616,1542.348
1988.0,68.0,212.0,0.281865835,1.025250901,0.85,58.69,32.34,75.074,24.165,1566.513
1989.0,69.0,213.0,0.289997809,0.579673034,0.79,51.87,30.74,76.01,24.354,1590.867
1990.0,70.0,214.0,0.293349513,0.102034406,7.74,60.54,32.44,73.31,22.932,1613.799
1991.0,71.0,215.0,0.292508562,-0.24005353,0.79,54.75,30.65,64.4,15.345,1629.144
1992.0,72.0,216.0,0.28913793,-0.40838946,1.78,58.07,31.78,67.208,16.155,1645.299
1993.0,73.0,217.0,0.284742859,-0.45596482,2.74,62.17,31.98,70.466,20.466,1665.765
1994.0,74.0,218.0,0.280223464,-0.441245352,5.07,68.35,31.79,67.514,18.657,1684.422
1995.0,75.0,219.0,0.276002496,-0.40056038,7.17,70.53,31.71,65.318,16.065,1700.487
1996.0,76.0,220.0,0.272236719,-0.35221639,3.04,64.85,33.14,66.794,16.515,1717.002
1997.0,77.0,221.0,0.268955611,-0.304485883,0.14,58.33,31.5,71.024,20.691,1737.693
1998.0,78.0,222.0,0.266133507,-0.260733117,8.02,75.29,32.07,63.644,12.573,1750.266
1999.0,79.0,223.0,0.263723952,-0.22204771,0.4,53.94,29.79,66.416,15.786,1766.052
2000.0,80.0,224.0,0.261675375,-0.188502259,10.09,78.21,33.08,67.892,18.639,1784.691
2001.0,1.0,145.0,0.025214533,0.154409661,3.1,64.91,29.65,60.458,13.122,13.122
2002.0,2.0,146.0,0.026778701,0.15829235,3.22,59.76,28.76,60.08,12.141,25.263
2003.0,3.0,147.0,0.028377532,0.161320768,3.75,64.47,28.98,57.344,8.208,33.471
2004.0,4.0,148.0,0.030001847,0.163368762,0.39,46.44,27.61,61.772,12.537,46.008
2005.0,5.0,149.0,0.031641243,0.164318012,0.03,42.16,26.71,64.004,13.995,60.003
2006.0,6.0,150.0,0.03328419,0.164062386,0.0,37.94,26.43,64.4,14.85,74.853
2007.0,7.0,151.0,0.034918174,0.162512427,0.78,53.75,28.91,66.884,16.146,90.999
2008.0,8.0,152.0,0.036529893,0.159599829,0.63,57.73,29.94,70.412,20.331,111.33
2009.0,9.0,153.0,0.038105483,0.155281798,5.11,56.41,31.05,72.05,21.393,132.723
2010.0,10.0,154.0,0.039630797,0.149545123,4.61,75.24,32.13,65.894,16.335,149.058
2011.0,11.0,155.0,0.041091719,0.142409856,0.0,54.42,29.86,71.222,19.944,169.002
2012.0,12.0,156.0,0.042474516,0.133932448,0.31,47.26,30.72,73.868,22.365,191.367
2013.0,13.0,157.0,0.043766208,0.124208251,0.32,55.24,32.22,70.556,20.97,212.337
2014.0,14.0,158.0,0.044954973,0.113373243,4.7,67.12,32.46,69.674,18.783,231.12
2015.0,15.0,159.0,0.046030557,0.101604931,0.26,61.87,31.5,72.356,21.96,253.08
2016.0,16.0,160.0,0.046984686,0.089122312,0.0,51.96,31.56,76.91,22.923,276.003
2017.0,17.0,161.0,0.047811483,0.076184859,0.0,42.14,31.14,77.81,24.849,300.852
2018.0,18.0,162.0,0.048507856,0.063090472,0.36,51.84,33.5,77.612,25.272,326.124
2019.0,19.0,163.0,0.049073876,0.050172343,0.01,52.87,32.57,79.394,25.965,352.089
2020.0,20.0,164.0,0.049513102,0.037794734,0.0,28.85,28.52,75.2,23.877,375.966
2021.0,21.0,165.0,0.04983287,0.026347614,0.0,28.63,27.88,74.318,21.951,397.917
2022.0,22.0,166.0,0.050044519,0.016240155,0.0,24.64,29.99,77.378,22.653,420.57
2023.0,23.0,167.0,0.050163541,0.007893069,0.0,28.68,32.3,80.96,24.228,444.798
2024.0,24.0,168.0,0.05020966,0.001729777,0.13,45.91,33.36,71.402,22.41,467.208
2025.0,25.0,169.0,0.050206805,-0.001833606,0.0,32.74,31.28,71.636,20.169,487.377
2026.0,26.0,170.0,0.050182983,-0.002399447,0.01,35.48,31.66,73.976,23.364,510.741
2027.0,27.0,171.0,0.050170036,0.000399074,0.01,35.95,32.59,81.716,23.526,534.267
2028.0,28.0,172.0,0.050203261,0.006884533,0.02,32.47,33.54,87.44,28.305,562.572
2029.0,29.0,173.0,0.050320904,0.017320822,2.75,38.1,32.19,79.466,25.389,587.961
2030.0,30.0,174.0,0.05056349,0.03189784,0.47,40.06,29.14,65.768,16.713,604.674
2031.0,31.0,175.0,0.050973008,0.050715557,0.45,35.56,30.99,67.856,16.182,620.856
2032.0,32.0,176.0,0.05159193,0.07376778,1.78,55.96,29.87,63.338,13.464,634.32
2033.0,33.0,177.0,0.052462066,0.100926108,0.14,46.42,30.05,70.754,21.069,655.389
2034.0,34.0,178.0,0.053623269,0.131924694,1.88,45.61,32.45,76.46,21.456,676.845
2035.0,35.0,179.0,0.055111989,0.166346653,1.34,41.6,31.52,76.856,24.03,700.875
2036.0,36.0,180.0,0.056959703,0.203613127,1.6,39.08,31.14,74.858,23.571,724.446
2037.0,37.0,181.0,0.059191259,0.2429762,1.44,44.7,30.79,68.198,16.938,741.384
2038.0,38.0,182.0,0.061823172,0.283517037,0.0,38.01,30.8,76.1,22.014,763.398
2039.0,39.0,183.0,0.064861927,0.324150668,3.14,42.44,34.05,81.356,25.083,788.481
2040.0,40.0,184.0,0.068302381,0.363638856,2.56,49.16,33.27,76.676,25.245,813.726
2041.0,41.0,185.0,0.072126332,0.400612246,3.06,48.73,31.81,78.206,23.805,837.531
2042.0,42.0,186.0,0.076301356,0.433602676,0.18,39.74,32.64,82.778,26.1,863.631
2043.0,43.0,187.0,0.080780029,0.461085869,2.4,35.85,33.38,85.784,27.864,891.495
2044.0,44.0,188.0,0.085499617,0.48153393,4.32,45.05,33.08,77.864,27.054,918.549
2045.0,45.0,189.0,0.090382341,0.49347606,0.43,40.5,33.43,80.528,25.857,944.406
2046.0,46.0,190.0,0.095336272,0.495564768,0.0,30.3,32.26,85.208,25.569,969.975
2047.0,47.0,191.0,0.100256909,0.48664381,2.66,32.26,35.49,86.738,28.332,998.307
2048.0,48.0,192.0,0.105029414,0.465813208,1.62,44.8,36.58,84.47,29.799,1028.106
2049.0,49.0,193.0,0.109531478,0.432486201,2.46,48.75,35.91,77.792,27.378,1055.484
2050.0,50.0,194.0,0.113636675,0.386433046,0.13,50.61,33.5,76.244,26.208,1081.692
2051.0,51.0,195.0,0.117218187,0.327807262,0.0,47.6,32.02,79.034,25.029,1106.721
2052.0,52.0,196.0,0.120152678,0.257151198,0.09,52.47,32.69,78.998,26.532,1133.253
2053.0,53.0,197.0,0.122324122,0.175379621,0.06,51.18,32.56,79.232,26.649,1159.902
2054.0,54.0,198.0,0.123627352,0.08374206,0.46,51.81,34.27,82.742,27.81,1187.712
2055.0,55.0,199.0,0.123971147,-0.01623328,0.24,47.95,34.42,83.786,27.837,1215.549
2056.0,56.0,200.0,0.123280669,-0.122809518,1.3,41.37,36.18,88.052,28.548,1244.097
2057.0,57.0,201.0,0.121499172,-0.234119338,0.08,41.94,34.94,85.154,28.476,1272.573
2058.0,58.0,202.0,0.118588898,-0.348245371,1.4,35.31,35.56,88.466,30.123,1302.696
2059.0,59.0,203.0,0.114531191,-0.463296872,0.15,41.61,34.66,80.492,28.44,1331.136
2060.0,60.0,204.0,0.10932588,-0.577477811,0.0,30.42,32.16,82.778,25.776,1356.912
2061.0,61.0,205.0,0.102990043,-0.689142787,1.98,33.12,32.81,84.686,27.531,1384.443
2062.0,62.0,206.0,0.095556279,-0.79683873,0.89,36.16,35.39,88.43,29.988,1414.431
2063.0,63.0,207.0,0.087070637,-0.899331833,1.12,57.25,36.8,77.99,27.81,1442.241
2064.0,64.0,208.0,0.07759035,-0.995620431,14.79,52.61,34.81,74.498,24.705,1466.946
2065.0,65.0,209.0,0.067181498,-1.08493551,3.8,60.73,35.51,76.064,25.785,1492.731
2066.0,66.0,210.0,0.055916727,-1.166731109,6.43,64.68,34.44,75.704,26.001,1518.732
2067.0,67.0,211.0,0.043873095,-1.24066713,8.3,71.33,35.14,73.706,23.616,1542.348
2068.0,68.0,212.0,0.031130123,-1.306587057,0.85,58.69,32.34,75.074,24.165,1566.513
2069.0,69.0,213.0,0.017768082,-1.364492804,0.79,51.87,30.74,76.01,24.354,1590.867
2070.0,70.0,214.0,0.003866545,-1.414518623,7.74,60.54,32.44,73.31,22.932,1613.799
2071.0,71.0,215.0,-0.010496818,-1.456905509,0.79,54.75,30.65,64.4,15.345,1629.144
2072.0,72.0,216.0,-0.025247175,-1.491977203,1.78,58.07,31.78,67.208,16.155,1645.299
2073.0,73.0,217.0,-0.040313256,-1.520118473,2.74,62.17,31.98,70.466,20.466,1665.765
2074.0,74.0,218.0,-0.055627862,-1.541756055,5.07,68.35,31.79,67.514,18.657,1684.422
2075.0,75.0,219.0,-0.071128205,-1.557342399,7.17,70.53,31.71,65.318,16.065,1700.487
2076.0,76.0,220.0,-0.086756088,-1.567342163,3.04,64.85,33.14,66.794,16.515,1717.002
2077.0,77.0,221.0,-0.10245798,-1.572221293,0.14,58.33,31.5,71.024,20.691,1737.693
2078.0,78.0,222.0,-0.118184976,-1.572438433,8.02,75.29,32.07,63.644,12.573,1750.266
2079.0,79.0,223.0,-0.133892694,-1.568438397,0.4,53.94,29.79,66.416,15.786,1766.052
2080.0,80.0,224.0,-0.14954111,-1.560647383,10.09,78.21,33.08,67.892,18.639,1784.691
2081.0,1.0,145.0,-0.049032663,-0.188439352,3.1,64.91,29.65,60.458,13.122,13.122
2082.0,2.0,146.0,-0.050582404,-0.123304238,3.22,59.76,28.76,60.08,12.141,25.263
2083.0,3.0,147.0,-0.051524864,-0.066187628,3.75,64.47,28.98,57.344,8.208,33.471
2084.0,4.0,148.0,-0.051922693,-0.0140774,0.39,46.44,27.61,61.772,12.537,46.008
2085.0,5.0,149.0,-0.051818675,0.034336356,0.03,42.16,26.71,64.004,13.995,60.003
2086.0,6.0,150.0,-0.051245858,0.079774029,0.0,37.94,26.43,64.4,14.85,74.853
2087.0,7.0,151.0,-0.050231608,0.122682718,0.78,53.75,28.91,66.884,16.146,90.999
2088.0,8.0,152.0,-0.048799629,0.163360861,0.63,57.73,29.94,70.412,20.331,111.33
2089.0,9.0,153.0,-0.046971124,0.202017145,5.11,56.41,31.05,72.05,21.393,132.723
2090.0,10.0,154.0,-0.04476552,0.238801887,4.61,75.24,32.13,65.894,16.335,149.058
2091.0,11.0,155.0,-0.042200955,0.273825223,0.0,54.42,29.86,71.222,19.944,169.002
2092.0,12.0,156.0,-0.039294614,0.307168348,0.31,47.26,30.72,73.868,22.365,191.367
2093.0,13.0,157.0,-0.036062988,0.338890813,0.32,55.24,32.22,70.556,20.97,212.337
2094.0,14.0,158.0,-0.032522056,0.369035457,4.7,67.12,32.46,69.674,18.783,231.12
2095.0,15.0,159.0,-0.028687439,0.39763184,0.26,61.87,31.5,72.356,21.96,253.08
2096.0,16.0,160.0,-0.024574517,0.424698706,0.0,51.96,31.56,76.91,22.923,276.003
2097.0,17.0,161.0,-0.02019853,0.450245779,0.0,42.14,31.14,77.81,24.849,300.852
2098.0,18.0,162.0,-0.015574659,0.474275106,0.36,51.84,33.5,77.612,25.272,326.124
2099.0,19.0,163.0,-0.010718101,0.496782063,0.01,52.87,32.57,79.394,25.965,352.089
2100.0,20.0,164.0,-0.005644127,0.517756124,0.0,28.85,28.52,75.2,23.877,375.966
2101.0,21.0,165.0,-0.000368141,0.537181458,0.0,28.63,27.88,74.318,21.951,397.917
2102.0,22.0,166.0,0.005094271,0.555037379,0.0,24.64,29.99,77.378,22.653,420.57
2103.0,23.0,167.0,0.010727292,0.571298699,0.0,28.68,32.3,80.96,24.228,444.798
2104.0,24.0,168.0,0.016514832,0.585936,0.13,45.91,33.36,71.402,22.41,467.208
2105.0,25.0,169.0,0.022440487,0.598915838,0.0,32.74,31.28,71.636,20.169,487.377
2106.0,26.0,170.0,0.0284875,0.610200893,0.01,35.48,31.66,73.976,23.364,510.741
2107.0,27.0,171.0,0.03463872,0.619750082,0.01,35.95,32.59,81.716,23.526,534.267
2108.0,28.0,172.0,0.040876567,0.627518634,0.02,32.47,33.54,87.44,28.305,562.572
2109.0,29.0,173.0,0.047182996,0.633458129,2.75,38.1,32.19,79.466,25.389,587.961
2110.0,30.0,174.0,0.053539459,0.637516526,0.47,40.06,29.14,65.768,16.713,604.674
2111.0,31.0,175.0,0.059926871,0.639638151,0.45,35.56,30.99,67.856,16.182,620.856
2112.0,32.0,176.0,0.066325569,0.639763682,1.78,55.96,29.87,63.338,13.464,634.32
2113.0,33.0,177.0,0.072715281,0.637830108,0.14,46.42,30.05,70.754,21.069,655.389
2114.0,34.0,178.0,0.079075085,0.633770672,1.88,45.61,32.45,76.46,21.456,676.845
2115.0,35.0,179.0,0.085383374,0.627514808,1.34,41.6,31.52,76.856,24.03,700.875
2116.0,36.0,180.0,0.091617812,0.618988054,1.6,39.08,31.14,74.858,23.571,724.446
2117.0,37.0,181.0,0.097755304,0.608111964,1.44,44.7,30.79,68.198,16.938,741.384
2118.0,38.0,182.0,0.103771946,0.594804001,0.0,38.01,30.8,76.1,22.014,763.398
2119.0,39.0,183.0,0.109642989,0.578977421,3.14,42.44,34.05,81.356,25.083,788.481
2120.0,40.0,184.0,0.115342796,0.560541148,2.56,49.16,33.27,76.676,25.245,813.726
2121.0,41.0,185.0,0.120844795,0.539399636,3.06,48.73,31.81,78.206,23.805,837.531
2122.0,42.0,186.0,0.126121438,0.515452725,0.18,39.74,32.64,82.778,26.1,863.631
2123.0,43.0,187.0,0.131144149,0.488595482,2.4,35.85,33.38,85.784,27.864,891.495
2124.0,44.0,188.0,0.135883281,0.458718034,4.32,45.05,33.08,77.864,27.054,918.549
2125.0,45.0,189.0,0.14030806,0.425705394,0.43,40.5,33.43,80.528,25.857,944.406
2126.0,46.0,190.0,0.144386538,0.389437272,0.0,30.3,32.26,85.208,25.569,969.975
2127.0,47.0,191.0,0.148085535,0.349787877,2.66,32.26,35.49,86.738,28.332,998.307
2128.0,48.0,192.0,0.151370586,0.306625711,1.62,44.8,36.58,84.47,29.799,1028.106
2129.0,49.0,193.0,0.154205882,0.259813349,2.46,48.75,35.91,77.792,27.378,1055.484
2130.0,50.0,194.0,0.156554208,0.209207206,0.13,50.61,33.5,76.244,26.208,1081.692
2131.0,51.0,195.0,0.158376881,0.1546573,0.0,47.6,32.02,79.034,25.029,1106.721
2132.0,52.0,196.0,0.159633687,0.096006983,0.09,52.47,32.69,78.998,26.532,1133.253
2133.0,53.0,197.0,0.160282809,0.033092663,0.06,51.18,32.56,79.232,26.649,1159.902
2134.0,54.0,198.0,0.160280758,-0.03425652,0.46,51.81,34.27,82.742,27.81,1187.712
2135.0,55.0,199.0,0.159582301,-0.106219061,0.24,47.95,34.42,83.786,27.837,1215.549
2136.0,56.0,200.0,0.158140378,-0.182981494,1.3,41.37,36.18,88.052,28.548,1244.097
2137.0,57.0,201.0,0.155906023,-0.264738606,0.08,41.94,34.94,85.154,28.476,1272.573
2138.0,58.0,202.0,0.152828284,-0.351692405,1.4,35.31,35.56,88.466,30.123,1302.696
2139.0,59.0,203.0,0.148854175,-0.444045681,0.15,41.61,34.66,80.492,28.44,1331.136
2140.0,60.0,204.0,0.143928771,-0.541975513,0.0,30.42,32.16,82.778,25.776,1356.912
2141.0,61.0,205.0,0.137995847,-0.645538138,1.98,33.12,32.81,84.686,27.531,1384.443
2142.0,62.0,206.0,0.131000368,-0.754351493,0.89,36.16,35.39,88.43,29.988,1414.431
2143.0,63.0,207.0,0.12289697,-0.866589007,1.12,57.25,36.8,77.99,27.81,1442.241
2144.0,64.0,208.0,0.113676904,-0.975946348,14.79,52.61,34.81,74.498,24.705,1466.946
2145.0,65.0,209.0,0.103448402,-1.063161755,3.8,60.73,35.51,76.064,25.785,1492.731
2146.0,66.0,210.0,0.092654374,-1.075992659,6.43,64.68,34.44,75.704,26.001,1518.732
2147.0,67.0,211.0,0.082545342,-0.90221329,8.3,71.33,35.14,73.706,23.616,1542.348
2148.0,68.0,212.0,0.075674296,-0.417675765,0.85,58.69,32.34,75.074,24.165,1566.513
2149.0,69.0,213.0,0.074851915,0.249483082,0.79,51.87,30.74,76.01,24.354,1590.867
2150.0,70.0,214.0,0.07975927,0.658241301,7.74,60.54,32.44,73.31,22.932,1613.799
2151.0,71.0,215.0,0.086566384,0.647530232,0.79,54.75,30.65,64.4,15.345,1629.144
2152.0,72.0,216.0,0.092089008,0.447415632,1.78,58.07,31.78,67.208,16.155,1645.299
2153.0,73.0,217.0,0.095575146,0.25982797,2.74,62.17,31.98,70.466,20.466,1665.765
2154.0,74.0,218.0,0.09751331,0.138592876,5.07,68.35,31.79,67.514,18.657,1684.422
2155.0,75.0,219.0,0.098526428,0.071066857,7.17,70.53,31.71,65.318,16.065,1700.487
2156.0,76.0,220.0,0.099041425,0.035837922,3.04,64.85,33.14,66.794,16.515,1717.002
2157.0,77.0,221.0,0.099300337,0.017974254,0.14,58.33,31.5,71.024,20.691,1737.693
2158.0,78.0,222.0,0.099430162,0.009016715,8.02,75.29,32.07,63.644,12.573,1750.266
2159.0,79.0,223.0,0.099495367,0.004537545,0.4,53.94,29.79,66.416,15.786,1766.052
2160.0,80.0,224.0,0.099528248,0.002294439,10.09,78.21,33.08,67.892,18.639,1784.691
2161.0,1.0,145.0,-0.026037977,-0.038523557,3.1,64.91,29.65,60.458,13.122,13.122
2162.0,2.0,146.0,-0.026300946,-0.013722919,3.22,59.76,28.76,60.08,12.141,25.263
2163.0,3.0,147.0,-0.026305701,0.013097019,3.75,64.47,28.98,57.344,8.208,33.471
2164.0,4.0,148.0,-0.026032777,0.041784583,0.39,46.44,27.61,61.772,12.537,46.008
2165.0,5.0,149.0,-0.025464401,0.072153606,0.03,42.16,26.71,64.004,13.995,60.003
2166.0,6.0,150.0,-0.024584824,0.103985707,0.0,37.94,26.43,64.4,14.85,74.853
2167.0,7.0,151.0,-0.023380632,0.13703321,0.78,53.75,28.91,66.884,16.146,90.999
2168.0,8.0,152.0,-0.021841018,0.171022601,0.63,57.73,29.94,70.412,20.331,111.33
2169.0,9.0,153.0,-0.019958023,0.205658411,5.11,56.41,31.05,72.05,21.393,132.723
2170.0,10.0,154.0,-0.017726738,0.24062742,4.61,75.24,32.13,65.894,16.335,149.058
2171.0,11.0,155.0,-0.015145452,0.275603032,0.0,54.42,29.86,71.222,19.944,169.002
2172.0,12.0,156.0,-0.012215773,0.310249747,0.31,47.26,30.72,73.868,22.365,191.367
2173.0,13.0,157.0,-0.008942687,0.344227583,0.32,55.24,32.22,70.556,20.97,212.337
2174.0,14.0,158.0,-0.005334585,0.377196369,4.7,67.12,32.46,69.674,18.783,231.12
2175.0,15.0,159.0,-0.001403245,0.408819821,0.26,61.87,31.5,72.356,21.96,253.08
2176.0,16.0,160.0,0.00283623,0.438769319,0.0,51.96,31.56,76.91,22.923,276.003
2177.0,17.0,161.0,0.007365502,0.46672733,0.0,42.14,31.14,77.81,24.849,300.852
2178.0,18.0,162.0,0.012163125,0.49239043,0.36,51.84,33.5,77.612,25.272,326.124
2179.0,19.0,163.0,0.017204703,0.515471903,0.01,52.87,32.57,79.394,25.965,352.089
2180.0,20.0,164.0,0.022463063,0.535703882,0.0,28.85,28.52,75.2,23.877,375.966
2181.0,21.0,165.0,0.027908455,0.552839047,0.0,28.63,27.88,74.318,21.951,397.917
2182.0,22.0,166.0,0.033508767,0.566651871,0.0,24.64,29.99,77.378,22.653,420.57
2183.0,23.0,167.0,0.039229739,0.576939436,0.0,28.68,32.3,80.96,24.228,444.798
2184.0,24.0,168.0,0.045035202,0.583521843,0.13,45.91,33.36,71.402,22.41,467.208
2185.0,25.0,169.0,0.0508873,0.586242239,0.0,32.74,31.28,71.636,20.169,487.377
