x,y,z
0.051776,0.01239,0.193567
0.052012,0.012033,0.191684
0.052677,0.012017,0.191463
0.053772,0.012342,0.192903
0.055172,0.012555,0.193718
0.058611,0.013756,0.193864
0.056875,0.012655,0.193905
0.058171,0.012633,0.193527
0.05856,0.01231,0.191704
0.058451,0.011804,0.189
0.057893,0.01133,0.186617
0.056885,0.010886,0.184555
0.0573,0.010784,0.183919
0.059136,0.011023,0.18471
0.060464,0.011125,0.184926
0.061578,0.011045,0.184266
0.062146,0.010677,0.182341
0.06139,0.009934,0.17929
0.059434,0.008992,0.175434
0.031737,0.017298,0.185504
0.031737,0.014756,0.18713
0.032969,0.024567,0.18087
0.032254,0.022757,0.179243
0.031819,0.020283,0.182968
0.034573,0.012032,0.163058
0.037606,0.00763,0.167874
0.034366,0.008467,0.167367
0.047733,0.010036,0.188628
0.044922,0.010332,0.19079
0.045736,0.010024,0.188973
0.045343,0.010776,0.193105
0.042878,0.010051,0.189032
0.04355,0.009709,0.187046
0.045166,0.009537,0.185792
0.047725,0.009536,0.185268
0.038626,0.009593,0.188095
0.035885,0.009681,0.189131
0.037082,0.009484,0.187824
0.035912,0.010114,0.191461
0.034516,0.009321,0.186803
0.035789,0.009105,0.185378
0.037397,0.009052,0.184756
0.039337,0.009158,0.184937
0.053722,0.00969,0.185534
0.053453,0.010238,0.188551
0.053035,0.009864,0.186619
0.054688,0.010619,0.190348
0.051748,0.01019,0.187969
0.051414,0.009674,0.185259
0.052368,0.009343,0.183278
0.054818,0.007708,0.17568
0.056161,0.008698,0.180134
0.054908,0.008169,0.177827
0.058245,0.009077,0.181541
0.054422,0.008915,0.180836
0.0532,0.008437,0.178701
0.052506,0.007928,0.176308
0.052334,0.007374,0.173653
0.041088,0.007236,0.173649
0.040089,0.007845,0.17733
0.040379,0.007474,0.175053
0.040647,0.008244,0.179757
0.036423,0.007827,0.17656
0.036668,0.007442,0.174027
0.036831,0.007152,0.172157
0.036935,0.006961,0.17095
0.034039,0.007931,0.178259
0.033418,0.007524,0.175346
0.034164,0.007619,0.176028
0.032206,0.007808,0.177423
0.034475,0.007051,0.17127
0.035303,0.007212,0.172431
0.035612,0.007495,0.174338
0.03538,0.007886,0.176991
0.033355,0.007179,0.172017
0.031929,0.007561,0.174656
0.031846,0.007766,0.174289
0.033383,0.007363,0.171538
0.031008,0.007955,0.177607
0.030857,0.008182,0.177416
0.031137,0.008586,0.173382
0.03288,0.008147,0.170495
0.034585,0.007225,0.170761
0.035468,0.007392,0.17197
0.035341,0.007253,0.170217
0.035742,0.007441,0.171501
0.035797,0.007691,0.173979
0.035548,0.008106,0.176781
0.03615,0.007672,0.173874
0.035894,0.008087,0.176639
0.034965,0.008441,0.179129
0.03484,0.008198,0.179197
0.034066,0.008691,0.181017
0.034002,0.00843,0.180958
0.033258,0.008208,0.180332
0.035182,0.008766,0.180509
0.034141,0.009,0.182359
0.033061,0.008879,0.18257
0.033066,0.008606,0.182407
0.030778,0.008759,0.184053
0.031658,0.008752,0.183816
0.031548,0.009035,0.184081
0.030605,0.009042,0.184335
0.031651,0.008337,0.181533
0.032244,0.008365,0.181664
0.030978,0.010116,0.185376
0.030326,0.010138,0.185722
0.030292,0.008982,0.183906
0.030485,0.008703,0.183653
0.030198,0.00888,0.183085
0.030395,0.008608,0.182887
0.031626,0.00817,0.18022
0.029607,0.009974,0.184394
0.029363,0.009828,0.183202
0.030399,0.00862,0.180923
0.030581,0.008363,0.180873
0.029511,0.009527,0.180655
0.030001,0.009048,0.176749
0.050356,0.006849,0.171122
0.048136,0.006331,0.168444
0.048411,0.006421,0.167718
0.050805,0.007001,0.170679
0.047258,0.007432,0.174696
0.045875,0.007096,0.172927
0.044334,0.006275,0.167824
0.044339,0.006385,0.167057
0.05164,0.007035,0.170284
0.05156,0.007538,0.173279
0.051062,0.007351,0.173574
0.051755,0.008137,0.176187
0.051247,0.007909,0.176309
0.047713,0.007885,0.177052
0.051985,0.007544,0.173305
0.052175,0.008141,0.176187
0.051951,0.008653,0.178704
0.051434,0.008392,0.178676
0.052162,0.00909,0.180833
0.051635,0.008798,0.180676
0.04764,0.008267,0.17909
0.052622,0.008871,0.179097
0.052834,0.009326,0.181292
0.051461,0.009388,0.182438
0.050984,0.009075,0.182179
0.049861,0.00954,0.183514
0.049493,0.009217,0.183182
0.046257,0.008476,0.180394
0.051672,0.009595,0.182829
0.04994,0.00985,0.184513
0.047687,0.009607,0.184327
0.047473,0.009281,0.183939
0.044944,0.009607,0.184888
0.044915,0.009282,0.184464
0.044053,0.008527,0.180994
0.047771,0.009691,0.18477
0.045029,0.009692,0.185331
0.042865,0.009535,0.184919
0.042974,0.009213,0.184492
0.041439,0.009394,0.184424
0.041633,0.009089,0.184034
0.042382,0.008414,0.180557
0.042806,0.009847,0.185952
0.041339,0.009697,0.185439
0.039672,0.009282,0.184087
0.039984,0.008984,0.183721
0.037579,0.009186,0.183903
0.038031,0.008896,0.183549
0.039458,0.009336,0.184492
0.037365,0.009239,0.184305
0.036351,0.008929,0.182363
0.036877,0.008645,0.182054
0.035964,0.008502,0.179466
0.036495,0.008224,0.179234
0.035464,0.009169,0.183341
0.036321,0.007359,0.171845
0.036428,0.007159,0.170555
0.038086,0.006924,0.169301
0.038482,0.006745,0.169781
0.041265,0.006593,0.16783
0.041462,0.006468,0.168542
0.043508,0.007073,0.172754
0.042905,0.010466,0.19126
0.043633,0.01095,0.193728
0.043385,0.011207,0.193836
0.042605,0.010687,0.191191
0.044615,0.0113,0.195412
0.044439,0.011581,0.195641
0.042576,0.010244,0.188804
0.043297,0.009877,0.186675
0.04206,0.010227,0.188152
0.049732,0.009926,0.18563
0.049556,0.009755,0.186072
0.050914,0.010393,0.187912
0.050659,0.010192,0.188202
0.048856,0.010405,0.190386
0.051084,0.010437,0.187449
0.051347,0.010858,0.190332
0.051062,0.010625,0.190461
0.051029,0.011321,0.192892
0.050766,0.011056,0.192847
0.048784,0.010824,0.192663
0.050097,0.011654,0.194878
0.049896,0.011367,0.1947
0.048548,0.011858,0.196293
0.04845,0.011558,0.196021
0.047598,0.011057,0.194159
0.047102,0.011942,0.197044
0.047101,0.011636,0.19672
0.045854,0.011513,0.196312
0.045766,0.011811,0.196605
0.046531,0.011037,0.19427
0.034133,0.009684,0.188835
0.034642,0.010192,0.191474
0.034437,0.010435,0.191491
0.033892,0.009889,0.188663
0.035083,0.010559,0.19336
0.034911,0.010827,0.193512
0.033031,0.010754,0.188576
0.034302,0.009501,0.186486
0.035659,0.009276,0.184961
0.034203,0.009358,0.184985
0.040859,0.009641,0.185897
0.040634,0.009451,0.186253
0.041556,0.010153,0.188523
0.041285,0.00993,0.188703
0.039216,0.009998,0.190156
0.041339,0.01061,0.191029
0.041081,0.010356,0.191042
0.040207,0.011009,0.193414
0.040026,0.010728,0.193268
0.038489,0.010365,0.192289
0.038823,0.011232,0.194896
0.038734,0.010935,0.194651
0.035652,0.010851,0.194827
0.03552,0.011142,0.195085
0.03637,0.010397,0.192886
0.036726,0.010975,0.195278
0.03667,0.011274,0.195569
0.052661,0.010573,0.189848
0.05405,0.010964,0.191678
0.053991,0.011246,0.191883
0.052502,0.010826,0.189923
0.055374,0.011201,0.192685
0.05541,0.011501,0.192963
0.051523,0.010416,0.187908
0.051165,0.009865,0.185005
0.052172,0.009502,0.182879
0.050676,0.00992,0.184738
0.053153,0.00941,0.182254
0.053284,0.009261,0.182695
0.054237,0.009458,0.182299
0.054296,0.009308,0.182739
0.054801,0.009787,0.185844
0.053955,0.00937,0.181337
0.055515,0.009796,0.183751
0.055473,0.009612,0.184092
0.056909,0.010379,0.186607
0.056773,0.010155,0.186756
0.055994,0.01024,0.188042
0.057675,0.010892,0.189221
0.057488,0.010634,0.189195
0.057812,0.011337,0.191593
0.057617,0.011049,0.191409
0.056263,0.010634,0.190113
0.057659,0.011595,0.193018
0.057472,0.011291,0.192739
0.056635,0.011283,0.192869
0.05676,0.011588,0.193159
0.055889,0.010734,0.190727
0.056238,0.009316,0.182425
0.058643,0.009614,0.183454
0.058726,0.009907,0.183695
0.056153,0.009592,0.182592
0.060079,0.009743,0.183862
0.060265,0.010046,0.184131
0.054212,0.009171,0.18093
0.052915,0.008679,0.178726
0.052439,0.007068,0.171037
0.052763,0.006929,0.171539
0.053561,0.006703,0.169376
0.053809,0.006586,0.169964
0.055984,0.00756,0.174932
0.052796,0.006661,0.168581
0.05573,0.007078,0.171125
0.055831,0.006944,0.171607
0.05885,0.008282,0.176329
0.058744,0.008079,0.176512
0.058292,0.008335,0.178215
0.060651,0.009147,0.179891
0.060429,0.008894,0.17987
0.060748,0.009696,0.183467
0.060982,0.009996,0.18371
0.059123,0.009092,0.181461
0.061055,0.009461,0.182219
0.061315,0.009748,0.182377
0.059215,0.008841,0.180336
0.037169,0.010479,0.193169
0.032998,0.010224,0.186094
0.02992,0.010194,0.18547
0.032452,0.00998,0.183944
0.032944,0.010039,0.18427
0.031644,0.014031,0.185232
0.031583,0.012313,0.186106
0.03159,0.021416,0.179052
0.031075,0.021515,0.17905
0.030203,0.02133,0.178724
0.03048,0.018855,0.182308
0.031291,0.018761,0.181975
0.032111,0.010541,0.167181
0.032074,0.009487,0.168547
0.030092,0.009843,0.171987
0.030068,0.010583,0.171102
0.032225,0.008832,0.169521
0.03031,0.009309,0.17261
0.028854,0.010359,0.175826
0.028705,0.011091,0.175216
0.029758,0.011405,0.170782
0.031839,0.01154,0.166675
0.032195,0.012914,0.164757
0.030367,0.014354,0.167421
0.029143,0.016345,0.170591
0.029943,0.01289,0.169364
0.03164,0.016085,0.183983
0.030344,0.015459,0.184589
0.03111,0.015559,0.184084
0.029468,0.018584,0.18225
0.029337,0.015219,0.18448
0.030287,0.013118,0.185874
0.031021,0.013478,0.185272
0.031653,0.015491,0.183551
0.027728,0.017202,0.179759
0.02754,0.014375,0.181765
0.028234,0.01488,0.183461
0.028385,0.018015,0.18135
0.02791,0.015901,0.1768
0.027748,0.01351,0.178643
0.027693,0.012385,0.182827
0.028298,0.0127,0.184546
0.029089,0.020701,0.177884
0.028331,0.019839,0.17644
0.028359,0.018379,0.173962
0.030221,0.011889,0.186305
0.03091,0.012048,0.185918
0.031472,0.012074,0.185272
0.031585,0.013615,0.184507
0.029327,0.012902,0.185658
0.029347,0.011758,0.18593
0.030211,0.011055,0.186318
0.030871,0.011064,0.186036
0.028008,0.01135,0.18301
0.028461,0.01159,0.184733
0.027824,0.011853,0.179663
0.028118,0.010953,0.17998
0.028478,0.010633,0.183051
0.028816,0.010829,0.18468
0.028668,0.012341,0.174231
0.028835,0.01418,0.172668
0.029202,0.009799,0.176264
0.028596,0.0103,0.180203
0.031703,0.013732,0.184527
0.031616,0.012142,0.185351
0.031892,0.011039,0.185441
0.031874,0.011187,0.18645
0.034819,0.007848,0.168756
0.029502,0.01099,0.185874
0.03165,0.011003,0.185287
-0.062497,0.21292,0.131993
-0.059935,0.210477,0.125031
-0.066482,0.215309,0.141097
-0.057577,0.208658,0.120441
-0.059041,0.200861,0.125681
-0.06176,0.202745,0.132913
-0.057845,0.192547,0.126465
-0.061007,0.195362,0.134068
-0.064532,0.196524,0.143432
-0.065786,0.204447,0.142174
-0.056413,0.199343,0.121062
-0.054792,0.190323,0.121955
-0.056631,0.183234,0.128501
-0.060435,0.186632,0.136621
-0.044798,0.168178,0.19466
-0.044218,0.180639,0.198406
-0.050008,0.179185,0.196202
-0.050781,0.16819,0.192986
-0.039388,0.167865,0.194783
-0.039231,0.181776,0.199365
-0.056666,0.178627,0.191449
-0.057403,0.168449,0.188253
-0.051403,0.155903,0.190187
-0.045486,0.154961,0.191288
-0.034185,0.167286,0.19331
-0.034678,0.182611,0.199053
-0.039921,0.154047,0.190788
-0.034279,0.153135,0.188639
-0.030549,0.167237,0.192198
-0.028515,0.162432,0.187521
-0.025486,0.15981,0.178903
-0.02383,0.165244,0.180517
-0.026398,0.170115,0.189514
-0.029965,0.152221,0.184825
-0.026608,0.150713,0.176582
-0.025731,0.157773,0.170802
-0.024126,0.163686,0.172427
-0.020782,0.168787,0.180802
-0.022749,0.174759,0.189501
-0.028117,0.175888,0.194184
-0.025053,0.18083,0.194812
-0.065805,0.223855,0.1783
-0.069768,0.222115,0.165997
-0.060976,0.224418,0.190382
-0.070099,0.218882,0.154395
-0.069282,0.207719,0.167029
-0.06554,0.20824,0.179029
-0.0672,0.193805,0.166272
-0.064271,0.193247,0.17754
-0.061104,0.192232,0.187641
-0.06148,0.207758,0.190249
-0.069456,0.206287,0.155373
-0.067313,0.195164,0.155338
-0.066056,0.185187,0.165143
-0.063225,0.180447,0.175352
-0.057948,0.166134,0.139933
-0.059269,0.176727,0.138485
-0.055365,0.173501,0.131599
-0.051869,0.163491,0.133169
-0.062359,0.168482,0.150186
-0.062623,0.178368,0.146953
-0.05575,0.176391,0.130677
-0.050521,0.170387,0.128342
-0.050908,0.152299,0.135669
-0.05682,0.15409,0.140779
-0.065322,0.180063,0.164299
-0.063909,0.169183,0.161786
-0.062313,0.169763,0.172634
-0.061301,0.169029,0.181563
-0.061109,0.179289,0.184783
-0.064312,0.179322,0.152922
-0.062703,0.15678,0.16031
-0.061687,0.157235,0.169154
-0.044967,0.167479,0.129957
-0.04423,0.160504,0.133223
-0.050664,0.174844,0.125708
-0.044998,0.171506,0.127514
-0.037647,0.166014,0.137407
-0.03652,0.15847,0.140492
-0.043597,0.150496,0.135862
-0.027733,0.157313,0.162525
-0.031086,0.157581,0.151311
-0.030927,0.16523,0.15066
-0.026656,0.163928,0.163479
-0.028738,0.148443,0.160104
-0.031079,0.148351,0.152437
-0.030691,0.168974,0.14856
-0.025951,0.167086,0.162219
-0.02787,0.167603,0.150012
-0.032913,0.170645,0.139693
-0.029358,0.168999,0.141073
-0.023817,0.166132,0.151846
-0.022167,0.166333,0.164079
-0.035903,0.170947,0.137871
-0.024568,0.166868,0.14096
-0.052939,0.180859,0.123674
-0.042701,0.171491,0.127352
-0.040582,0.170568,0.130713
-0.021002,0.166886,0.172732
-0.02671,0.149009,0.168442
-0.0363,0.148931,0.142275
-0.061416,0.157278,0.178197
-0.057902,0.156805,0.185233
-0.056031,0.191413,0.194638
-0.055789,0.206717,0.197619
-0.065548,0.187342,0.154549
-0.063535,0.188059,0.144883
-0.060958,0.15559,0.149515
-0.054931,0.22404,0.198734
-0.037831,0.140209,0.185828
-0.03073,0.139639,0.181017
-0.027319,0.138405,0.173628
-0.027204,0.137438,0.165901
-0.029337,0.137112,0.158213
-0.03139,0.137074,0.152742
-0.036212,0.137081,0.143589
-0.042359,0.137266,0.13767
-0.049158,0.138196,0.137168
-0.061419,0.144261,0.173833
-0.058191,0.143835,0.18181
-0.051919,0.142463,0.187377
-0.061229,0.142985,0.16108
-0.059676,0.141402,0.148925
-0.055448,0.139997,0.142354
-0.046325,0.141039,0.187906
-0.04773,0.066437,0.176137
-0.041302,0.067037,0.175037
-0.040877,0.0753,0.175812
-0.047362,0.07433,0.177338
-0.035691,0.068051,0.170971
-0.035335,0.076722,0.170755
-0.032769,0.068076,0.163796
-0.03296,0.077036,0.163443
-0.034208,0.066848,0.156549
-0.037459,0.065317,0.150925
-0.037664,0.073605,0.15123
-0.034536,0.075472,0.156312
-0.045901,0.063211,0.14615
-0.046488,0.07117,0.146964
-0.042101,0.071714,0.147256
-0.041907,0.063764,0.14658
-0.05206,0.066612,0.174923
-0.051583,0.074405,0.175798
-0.055009,0.074604,0.172323
-0.05567,0.066721,0.171936
-0.060048,0.066499,0.163108
-0.05857,0.066759,0.16716
-0.057645,0.07478,0.166813
-0.058849,0.07447,0.162841
-0.058728,0.064951,0.15592
-0.057783,0.073333,0.156176
-0.054573,0.072068,0.150705
-0.054537,0.063213,0.14974
-0.050553,0.062628,0.147176
-0.050807,0.071277,0.148424
-0.030638,0.125481,0.155022
-0.02987,0.104458,0.167142
-0.031208,0.090921,0.164912
-0.03291,0.088176,0.156729
-0.030078,0.103083,0.159762
-0.032961,0.104898,0.174501
-0.033798,0.091017,0.172377
-0.031439,0.102744,0.154698
-0.028624,0.114265,0.161868
-0.028996,0.114986,0.16902
-0.027832,0.125853,0.163707
-0.028057,0.126537,0.171116
-0.031436,0.12761,0.17817
-0.032303,0.115703,0.176236
-0.030688,0.113624,0.154853
-0.038455,0.127725,0.18289
-0.039087,0.115773,0.181115
-0.039554,0.104688,0.179399
-0.040031,0.090142,0.17712
-0.035321,0.101096,0.147942
-0.035206,0.112832,0.146537
-0.036743,0.085769,0.150049
-0.035962,0.124925,0.145031
-0.058807,0.102949,0.15704
-0.057885,0.087139,0.156438
-0.059334,0.087696,0.163284
-0.060221,0.10422,0.16516
-0.056507,0.101683,0.150073
-0.055304,0.085646,0.150756
-0.058198,0.087959,0.167626
-0.05903,0.104636,0.169919
-0.060723,0.117175,0.167379
-0.059557,0.11548,0.15781
-0.051979,0.129569,0.18453
-0.046717,0.128157,0.18503
-0.051979,0.117134,0.181999
-0.047012,0.116114,0.183053
-0.056321,0.130563,0.1814
-0.056132,0.117604,0.178455
-0.051821,0.105047,0.179767
-0.047166,0.104622,0.181152
-0.051453,0.088646,0.177321
-0.04722,0.089065,0.178921
-0.055778,0.105052,0.176023
-0.055099,0.088341,0.173455
-0.048359,0.124781,0.139008
-0.05466,0.126344,0.143982
-0.047547,0.112232,0.141178
-0.053665,0.113471,0.145324
-0.057532,0.114148,0.149599
-0.05867,0.127473,0.149128
-0.041749,0.12444,0.139431
-0.040873,0.112241,0.141356
-0.046999,0.100115,0.143357
-0.052718,0.100943,0.146511
-0.046666,0.083988,0.145843
-0.051598,0.084463,0.148233
-0.040773,0.100274,0.143365
-0.041692,0.084164,0.145782
-0.059748,0.131142,0.175635
-0.059466,0.117523,0.172417
-0.061085,0.131053,0.170333
-0.060331,0.129166,0.158908
-0.054318,0.034762,0.149669
-0.054253,0.045328,0.149487
-0.049543,0.03948,0.148047
-0.048662,0.028363,0.147489
-0.057531,0.038724,0.152556
-0.057911,0.049784,0.152712
-0.052996,0.049972,0.148175
-0.049917,0.045651,0.147674
-0.044999,0.036994,0.147617
-0.044311,0.026239,0.147712
-0.049848,0.018474,0.15028
-0.055273,0.024153,0.151636
-0.055893,0.052414,0.171166
-0.056363,0.04578,0.168385
-0.054458,0.046192,0.170162
-0.05785,0.052063,0.16781
-0.057715,0.044987,0.165817
-0.056423,0.038864,0.168285
-0.05439,0.039585,0.169653
-0.051254,0.046024,0.170942
-0.052166,0.052351,0.172578
-0.058522,0.03311,0.159321
-0.059457,0.024091,0.16069
-0.059455,0.027965,0.162742
-0.057625,0.02892,0.154224
-0.058873,0.019896,0.158893
-0.058807,0.030094,0.164267
-0.058394,0.036228,0.162776
-0.052131,0.012029,0.156208
-0.057008,0.016401,0.1578
-0.04529,0.017319,0.15075
-0.046849,0.011342,0.156189
-0.047721,0.057603,0.174261
-0.047809,0.061821,0.1752
-0.052296,0.061974,0.174302
-0.052433,0.057708,0.173723
-0.041147,0.057827,0.173122
-0.041326,0.062185,0.174192
-0.056431,0.062052,0.171055
-0.056068,0.057276,0.171974
-0.047445,0.052037,0.172753
-0.046756,0.045278,0.170749
-0.042408,0.045102,0.17036
-0.040822,0.052139,0.17161
-0.05045,0.039401,0.1707
-0.046753,0.038386,0.170683
-0.04946,0.053429,0.145576
-0.050068,0.057671,0.146194
-0.045443,0.058542,0.145303
-0.045257,0.054358,0.144584
-0.053454,0.054006,0.148096
-0.054141,0.058245,0.148782
-0.0417,0.059044,0.145872
-0.041747,0.054846,0.145362
-0.045228,0.049594,0.145087
-0.049059,0.049218,0.145948
-0.06027,0.057569,0.16126
-0.060427,0.061592,0.162321
-0.058865,0.060302,0.15485
-0.058499,0.056065,0.153721
-0.059294,0.057771,0.165395
-0.059067,0.061931,0.166538
-0.059626,0.050894,0.159959
-0.05779,0.031994,0.166651
-0.057748,0.037797,0.16592
-0.056539,0.033293,0.168438
-0.05846,0.043762,0.162336
-0.055061,0.033996,0.169626
-0.053874,0.033749,0.170756
-0.052904,0.038936,0.170494
-0.032445,0.04954,0.161923
-0.03201,0.038461,0.160639
-0.034266,0.034785,0.157055
-0.034403,0.043271,0.157401
-0.031707,0.042599,0.163884
-0.031375,0.030519,0.160549
-0.033733,0.026154,0.157176
-0.037272,0.030833,0.152993
-0.037337,0.039419,0.153002
-0.034537,0.048632,0.156784
-0.032491,0.054219,0.16237
-0.038179,0.045464,0.169674
-0.041035,0.037264,0.170512
-0.037425,0.037371,0.169973
-0.035403,0.045476,0.16872
-0.035857,0.052458,0.169569
-0.038719,0.03095,0.171181
-0.03647,0.030285,0.17087
-0.043263,0.037563,0.170804
-0.040844,0.030897,0.171938
-0.035072,0.028837,0.17114
-0.034832,0.035566,0.169239
-0.059063,0.051728,0.163908
-0.057435,0.057848,0.169706
-0.058535,0.041639,0.158389
-0.049961,0.034015,0.171571
-0.047468,0.033364,0.171716
-0.045804,0.032379,0.172301
-0.052141,0.033764,0.171481
-0.034407,0.053321,0.156028
-0.03739,0.046118,0.152259
-0.037378,0.051447,0.151026
-0.034079,0.057636,0.156551
-0.032336,0.05833,0.163044
-0.045401,0.044155,0.146751
-0.041732,0.04998,0.146011
-0.041703,0.044354,0.147764
-0.031042,0.020875,0.162471
-0.032931,0.018846,0.160387
-0.034969,0.016625,0.159822
-0.03504,0.023341,0.156498
-0.030106,0.022588,0.164107
-0.032578,0.035516,0.167193
-0.031144,0.026801,0.168482
-0.029996,0.025271,0.166842
-0.031,0.034419,0.164477
-0.032485,0.02609,0.170115
-0.033482,0.044847,0.166774
-0.033858,0.052492,0.167213
-0.034037,0.02728,0.170627
-0.033713,0.058204,0.167087
-0.036036,0.058193,0.170408
-0.03374,0.062727,0.166317
-0.035826,0.062733,0.170827
-0.037765,0.022062,0.154425
-0.041998,0.018501,0.152007
-0.041158,0.027136,0.14916
-0.041439,0.037277,0.148856
-0.038582,0.015654,0.158279
-0.043026,0.0128,0.15708
-0.037342,0.056215,0.150459
-0.037265,0.060465,0.150555
-0.033986,0.061919,0.15648
-0.043688,0.031752,0.172161
-0.032499,0.062973,0.163768
-0.060698,0.021245,0.164249
-0.060805,0.026105,0.167472
-0.053974,0.009179,0.160922
-0.058564,0.012865,0.163256
-0.059875,0.028167,0.168603
-0.058733,0.029734,0.170077
-0.057292,0.031326,0.17172
-0.056185,0.032164,0.172827
-0.037728,0.028592,0.177413
-0.03609,0.027291,0.176706
-0.050004,0.032469,0.176001
-0.048265,0.032233,0.176537
-0.031075,0.016148,0.16618
-0.032749,0.014579,0.163682
-0.030951,0.022345,0.173989
-0.02986,0.020941,0.171917
-0.034943,0.025726,0.17613
-0.034017,0.024081,0.175315
-0.030183,0.018271,0.168801
-0.046456,0.031736,0.17708
-0.039527,0.029114,0.177414
-0.033126,0.022852,0.175623
-0.032244,0.022771,0.174841
-0.035065,0.013597,0.16209
-0.043364,0.010025,0.160626
-0.048237,0.008474,0.160181
-0.03912,0.01197,0.161455
-0.054829,0.032676,0.173986
-0.058211,0.029865,0.172067
-0.052044,0.032631,0.175301
-0.051144,0.031938,0.177048
-0.053266,0.032791,0.174755
-0.044637,0.030953,0.177218
-0.043242,0.030001,0.177393
-0.042098,0.028828,0.17905
-0.060182,0.01714,0.163585
-0.034628,0.01534,0.191183
-0.035023,0.013032,0.192006
-0.034392,0.012181,0.189009
-0.034192,0.01412,0.188091
-0.035351,0.016577,0.194143
-0.035798,0.013829,0.194678
-0.035535,0.011622,0.192329
-0.034801,0.010998,0.189438
-0.034086,0.011674,0.187078
-0.033996,0.01338,0.1862
-0.033941,0.016643,0.18647
-0.034331,0.018174,0.189289
-0.034435,0.023926,0.181761
-0.033703,0.02207,0.180185
-0.033091,0.020698,0.180034
-0.035305,0.025674,0.183069
-0.034207,0.021445,0.186239
-0.033677,0.019607,0.183934
-0.032554,0.020774,0.180058
-0.033158,0.018055,0.182978
-0.03237,0.018109,0.183372
-0.031642,0.020549,0.179772
-0.031488,0.009812,0.172085
-0.031635,0.00907,0.172995
-0.033394,0.008808,0.169402
-0.033252,0.009872,0.167993
-0.030428,0.010252,0.176343
-0.030681,0.009526,0.176961
-0.031947,0.008545,0.173625
-0.03367,0.008158,0.170394
-0.035529,0.008627,0.166929
-0.035489,0.009862,0.165277
-0.032875,0.010864,0.167478
-0.031093,0.010624,0.171764
-0.031266,0.013624,0.168265
-0.033003,0.012279,0.165482
-0.035333,0.011509,0.163662
-0.03015,0.015548,0.171539
-0.031073,0.012127,0.170289
-0.033794,0.015421,0.184957
-0.034899,0.023204,0.188203
-0.034994,0.019707,0.191992
-0.033301,0.014869,0.185095
-0.032581,0.014733,0.185657
-0.033407,0.012799,0.186286
-0.032738,0.012409,0.186945
-0.031582,0.014442,0.185623
-0.031373,0.017785,0.183388
-0.033806,0.014825,0.184522
-0.030243,0.017154,0.182555
-0.030426,0.014038,0.184685
-0.029649,0.01348,0.183047
-0.029467,0.016314,0.180976
-0.03068,0.011878,0.185763
-0.02997,0.011517,0.184088
-0.029615,0.012622,0.179863
-0.029458,0.015025,0.177958
-0.029605,0.018986,0.177534
-0.030459,0.019875,0.178971
-0.029508,0.017535,0.175009
-0.033415,0.011374,0.18694
-0.032766,0.011181,0.187378
-0.031875,0.011002,0.187068
-0.031777,0.012141,0.186799
-0.033905,0.012958,0.18548
-0.033926,0.011425,0.186253
-0.033435,0.01039,0.187059
-0.032798,0.010351,0.187391
-0.030913,0.010781,0.185937
-0.030349,0.010507,0.184247
-0.030261,0.010092,0.181207
-0.029897,0.010968,0.180908
-0.0313,0.010042,0.185858
-0.030856,0.009817,0.184253
-0.030142,0.013355,0.173706
-0.030226,0.011501,0.175332
-0.030787,0.009468,0.181394
-0.031117,0.00898,0.177393
-0.034072,0.011497,0.18632
-0.034017,0.013083,0.185492
-0.034444,0.010567,0.187392
-0.034409,0.010413,0.186388
-0.035703,0.007891,0.1681
-0.034467,0.007501,0.171354
-0.036316,0.007296,0.169488
-0.038548,0.007843,0.16694
-0.037909,0.008382,0.166294
-0.032005,0.008274,0.177835
-0.032913,0.007857,0.174374
-0.031789,0.009063,0.184337
-0.031769,0.008751,0.181778
-0.032063,0.010246,0.187
-0.032491,0.009469,0.186562
-0.03211,0.009228,0.185511
-0.032916,0.009436,0.186785
-0.034159,0.010364,0.186253
-0.03491,0.009379,0.18485
-0.03354,0.009447,0.186391
-0.035421,0.009464,0.185138
-0.035777,0.010197,0.189425
-0.035586,0.009661,0.186952
-0.037951,0.009544,0.164531
-0.036316,0.012165,0.194756
-0.036487,0.010781,0.192239
-0.05653,0.008794,0.166434
-0.06227,0.010931,0.172919
-0.061163,0.01125,0.169627
-0.058054,0.008967,0.168111
-0.061846,0.010425,0.173364
-0.064172,0.012662,0.175447
-0.062634,0.012567,0.171044
-0.059763,0.011673,0.166665
-0.055394,0.008821,0.16388
-0.065376,0.014446,0.179768
-0.065689,0.01761,0.17832
-0.064755,0.015245,0.174329
-0.064164,0.011536,0.177307
-0.064971,0.012539,0.180683
-0.064723,0.015284,0.182612
-0.064911,0.018822,0.181078
-0.065053,0.020579,0.176577
-0.064185,0.017282,0.172534
-0.063139,0.015371,0.184011
-0.063128,0.01897,0.182716
-0.06247,0.022381,0.180841
-0.064221,0.022122,0.17921
-0.064384,0.013033,0.18324
-0.063028,0.013095,0.18438
-0.062141,0.01529,0.184388
-0.062047,0.018868,0.18324
-0.061937,0.020726,0.189457
-0.061847,0.019837,0.186146
-0.06205,0.015932,0.187171
-0.06222,0.016605,0.190246
-0.060851,0.024691,0.187128
-0.061048,0.023483,0.184055
-0.061624,0.019167,0.184066
-0.061749,0.015466,0.18522
-0.061848,0.013591,0.187721
-0.062063,0.014137,0.190554
-0.061528,0.017112,0.192767
-0.061144,0.021465,0.192175
-0.05709,0.021382,0.193836
