x,y,z
0.0552056,0.0377117,0.112078
0.0703993,0.0477346,0.152464
0.0771723,0.047248,0.148441
0.0755647,0.0499437,0.142573
0.0705581,0.0507143,0.146531
0.0785533,0.0766221,0.135155
0.0799928,0.077195,0.129346
0.0815585,0.0821072,0.130176
0.0788907,0.0818588,0.136318
0.0673059,0.0759789,0.115441
0.0669087,0.0824111,0.112783
0.0774669,0.0819819,0.122566
0.0765404,0.0769668,0.122775
0.0771247,0.0685479,0.123207
0.0779943,0.056499,0.124188
0.0705491,0.0559164,0.117391
0.0686975,0.067376,0.116766
0.0784432,0.0682249,0.135079
0.0780381,0.0567993,0.136414
0.0804148,0.0568048,0.130441
0.0800722,0.0688287,0.129306
0.0585181,0.0822542,0.144635
0.0520841,0.0824677,0.140547
0.0518744,0.076992,0.139234
0.0571204,0.0767843,0.142857
0.0495684,0.0768097,0.132011
0.0490439,0.0823447,0.132005
0.0494206,0.0825559,0.118784
0.0502181,0.076233,0.121194
0.0487077,0.0678373,0.123682
0.0458641,0.0566258,0.126564
0.0465375,0.0572184,0.136008
0.0483019,0.0685843,0.133406
0.0506243,0.0688326,0.139827
0.0492661,0.0576462,0.142146
0.0548371,0.0576134,0.144829
0.0557202,0.0685622,0.142956
0.051361,0.0547144,0.116483
0.047216,0.055296,0.119557
0.0504595,0.0672772,0.117558
0.053502,0.0669056,0.11505
0.0538969,0.0761054,0.112133
0.0516268,0.0761339,0.11443
0.0508735,0.0834128,0.110993
0.0533197,0.0838846,0.108792
0.06776,0.0817005,0.147125
0.0637448,0.0818565,0.146781
0.0622046,0.0766166,0.144964
0.0671267,0.0764915,0.145558
0.0664224,0.0681923,0.145345
0.0609947,0.0683458,0.14479
0.0603019,0.057633,0.146434
0.0657975,0.0576015,0.146716
0.057355,0.0667436,0.113763
0.062004,0.0667569,0.113647
0.0629605,0.0547716,0.113816
0.0567303,0.0545022,0.114567
0.056293,0.0838402,0.10779
0.0597706,0.0832876,0.107992
0.060701,0.0757992,0.111467
0.0569293,0.0759975,0.111135
0.0716144,0.0764119,0.143907
0.0756721,0.0763762,0.140013
0.0755775,0.0816561,0.141338
0.0717026,0.0816321,0.14531
0.0707493,0.0574072,0.144904
0.0750476,0.057055,0.141088
0.0754733,0.0679841,0.13984
0.0712809,0.0680776,0.143711
0.0378217,0.0371928,0.126047
0.0394356,0.0414466,0.140186
0.0432979,0.0449553,0.148871
0.0493768,0.045691,0.15285
0.0560462,0.0463873,0.154969
0.0631487,0.0469393,0.155242
0.0702599,0.0470297,0.153399
0.0772196,0.0466258,0.149427
0.0830067,0.0458494,0.143014
0.0870776,0.044713,0.134277
0.0842161,0.0408316,0.123677
0.0734753,0.0367641,0.1122
0.0634616,0.0359395,0.108886
0.0555932,0.035414,0.112214
0.048072,0.0354807,0.115036
0.0405864,0.0362451,0.117569
0.0410228,0.0330541,0.118374
0.0384438,0.0345735,0.12687
0.040072,0.0396584,0.141254
0.0434775,0.0435784,0.149772
0.0495236,0.0444033,0.153461
0.0560587,0.0451646,0.155556
0.0630159,0.0458722,0.155801
0.0700057,0.0460956,0.153984
0.0567228,0.0323446,0.113919
0.048827,0.0322692,0.116764
0.077117,0.0450273,0.149895
0.0829244,0.0444718,0.143594
0.0873929,0.0434158,0.135256
0.0847712,0.0393472,0.125699
0.0739823,0.0338298,0.113724
0.0643404,0.0322163,0.109859
0.0874042,0.0356297,0.128223
0.0931972,0.028339,0.135524
0.0814629,0.0216977,0.119327
0.0762086,0.0293349,0.115126
0.0844984,0.0428915,0.148063
0.087542,0.0336278,0.158079
0.0949037,0.0325173,0.148747
0.0899326,0.0403844,0.139249
0.0380129,0.0282687,0.128187
0.0382354,0.0183047,0.131147
0.0386903,0.0222168,0.148193
0.0392279,0.0335257,0.143339
0.0425284,0.0373511,0.153033
0.0415226,0.0250945,0.159485
0.0478846,0.027345,0.165138
0.0487851,0.0399087,0.157478
0.0628571,0.0423688,0.160404
0.0555098,0.0414107,0.159924
0.0547695,0.0295807,0.169109
0.0623423,0.0317624,0.171295
0.0512413,0.0169969,0.120182
0.0418417,0.0166293,0.1214
0.0407323,0.0267172,0.118542
0.0493438,0.026271,0.117422
0.0577113,0.0265708,0.114571
0.0658014,0.0273862,0.109922
0.070043,0.0185611,0.113
0.060645,0.0176844,0.117417
0.070544,0.0332381,0.170048
0.0793506,0.0338266,0.165152
0.0779075,0.0431231,0.154493
0.0703323,0.0429551,0.158623
0.0706293,0.0215176,0.179258
0.0706225,0.0198755,0.179
0.0800099,0.0214324,0.174358
0.080152,0.0230447,0.174488
0.0892955,0.0240823,0.167589
0.0890457,0.0225148,0.167618
0.0975011,0.0229633,0.158659
0.0978386,0.0244667,0.15843
0.0966084,0.0213831,0.140619
0.0963545,0.0199492,0.141071
0.0844732,0.0152358,0.122485
0.0844716,0.0166306,0.121836
0.0723791,0.0142527,0.114928
0.0726114,0.0128325,0.115605
0.0625716,0.0122288,0.119223
0.0621776,0.013721,0.118646
0.0521785,0.0132845,0.1212
0.0526849,0.0117185,0.121652
0.0429771,0.0114159,0.123026
0.0424004,0.0130635,0.122716
0.0385826,0.0137758,0.132416
0.0391438,0.0120694,0.132536
0.0394786,0.0132216,0.150235
0.038978,0.0149391,0.150369
0.0417745,0.0158064,0.164974
0.0422169,0.0140899,0.1647
0.048344,0.015091,0.171092
0.048006,0.0167861,0.171406
0.0547369,0.0181244,0.17637
0.054967,0.0164465,0.176041
0.0622818,0.0181253,0.179447
0.0621704,0.0197861,0.179771
0.0385251,0.0321875,0.12719
0.0399455,0.037518,0.141563
0.0410928,0.0305777,0.118522
0.0490592,0.0299238,0.117184
0.0570684,0.0300802,0.11435
0.0647454,0.0308594,0.110088
0.0744314,0.0326454,0.114318
0.085196,0.0384841,0.126288
0.0878048,0.0431244,0.136012
0.083066,0.0441276,0.144265
0.0771412,0.0446323,0.150516
0.0701713,0.0447372,0.154495
0.0631801,0.0443743,0.156357
0.0561783,0.0435787,0.156152
0.0495346,0.0427786,0.154059
0.0433128,0.0415152,0.150272
0.058619,0.0153262,0.160472
0.0525703,0.0139211,0.151947
0.0536864,0.012776,0.136906
0.0628913,0.0133067,0.133217
0.0736012,0.0146533,0.133071
0.0823154,0.0178733,0.147673
0.0769818,0.0182579,0.158387
0.0676468,0.0171553,0.163864
-0.0340297,0.359826,0.147035
-0.0297251,0.359024,0.142188
-0.0268966,0.357813,0.138203
-0.0268793,0.356233,0.131709
-0.0487616,0.360458,0.163392
-0.0404423,0.359925,0.154849
-0.0556093,0.370284,0.183376
-0.0527997,0.366239,0.174607
-0.0280729,0.354863,0.123188
-0.0299602,0.353542,0.114483
-0.0764693,0.400903,0.196979
-0.0793225,0.385749,0.187974
-0.0728909,0.383396,0.189564
-0.0699745,0.394751,0.198113
-0.0736061,0.428331,0.207875
-0.0760195,0.41311,0.202495
-0.0674131,0.410919,0.20625
-0.065827,0.380464,0.191354
-0.0842882,0.437032,0.203367
-0.0865427,0.42171,0.197983
-0.0870449,0.406097,0.19176
-0.0861472,0.390199,0.185748
-0.0845464,0.373526,0.18104
-0.076921,0.369477,0.180541
-0.0624599,0.372122,0.182805
-0.0678668,0.361488,0.174462
-0.0605758,0.364893,0.173521
-0.0697333,0.372546,0.181601
-0.103443,0.449665,0.181292
-0.0948415,0.447421,0.19715
-0.0976982,0.433073,0.191643
-0.102869,0.375421,0.153755
-0.104959,0.375276,0.143479
-0.0373814,0.347409,0.11821
-0.0359938,0.348784,0.126296
-0.037805,0.354341,0.144684
-0.0435467,0.354688,0.151848
-0.0356311,0.350979,0.132089
-0.0348798,0.353514,0.137391
-0.0501477,0.355349,0.159398
-0.0583697,0.356411,0.167177
-0.092148,0.400811,0.0900114
-0.0788793,0.384046,0.0910705
-0.0804555,0.374157,0.0950901
-0.098692,0.38931,0.104225
-0.0534921,0.356581,0.0976828
-0.0526329,0.360241,0.0958308
-0.0474276,0.356234,0.0976755
-0.0543732,0.347029,0.104547
-0.0437755,0.346704,0.110771
-0.103955,0.376736,0.119773
-0.105315,0.375739,0.132152
-0.0943722,0.381388,0.172223
-0.0993613,0.377492,0.163332
-0.0965437,0.417014,0.185397
-0.0922421,0.397202,0.181088
-0.104255,0.417092,0.175011
-0.107768,0.409002,0.163411
-0.103824,0.397876,0.16328
-0.100412,0.406461,0.174737
-0.111397,0.428198,0.157823
-0.1077,0.437547,0.171347
-0.110299,0.403812,0.137675
-0.108091,0.39364,0.140233
-0.10628,0.393738,0.151902
-0.109405,0.404462,0.150624
-0.101195,0.415021,0.0883821
-0.0990351,0.410291,0.0895018
-0.102364,0.399307,0.103392
-0.104549,0.403221,0.102976
-0.0703761,0.350677,0.0985157
-0.0623321,0.348217,0.100821
-0.0602929,0.353193,0.0997704
-0.0680705,0.356528,0.0974914
-0.0601692,0.354143,0.0984167
-0.0611344,0.358771,0.0966614
-0.0688335,0.364318,0.0953795
-0.0688591,0.375508,0.0922116
-0.0598409,0.366519,0.0941439
-0.0895938,0.379855,0.178233
-0.041936,0.352768,0.106819
-0.0523483,0.352635,0.102349
-0.0525456,0.353718,0.0994147
-0.0440134,0.354049,0.100403
-0.112282,0.423631,0.14348
-0.112069,0.423331,0.129687
-0.107248,0.437702,0.0858667
-0.107855,0.433997,0.0927475
-0.106494,0.398115,0.115855
-0.108179,0.395373,0.128162
-0.109914,0.406298,0.124815
-0.108494,0.411128,0.112092
-0.111325,0.424824,0.106991
-0.111674,0.42372,0.117055
-0.106483,0.416338,0.0988506
-0.104033,0.422257,0.0878556
-0.0800357,0.389595,0.0878354
-0.0931241,0.406657,0.082859
-0.100967,0.392777,0.163007
-0.0971816,0.399397,0.173742
-0.10395,0.389182,0.152268
-0.105822,0.38872,0.141398
-0.106096,0.389981,0.130182
-0.104645,0.393184,0.117316
-0.101158,0.417166,0.179908
-0.0816963,0.362316,0.0997562
-0.0973197,0.373668,0.108599
-0.0806752,0.227032,0.156119
-0.0897433,0.224743,0.145111
-0.0890094,0.214534,0.14525
-0.0806076,0.213653,0.15675
-0.0898935,0.22341,0.134031
-0.0813648,0.223615,0.123584
-0.080839,0.216429,0.124035
-0.0891941,0.215242,0.134352
-0.0557773,0.214,0.157124
-0.0501071,0.215032,0.145859
-0.0498999,0.224586,0.145666
-0.0556935,0.226591,0.156468
-0.0497565,0.215758,0.134985
-0.0546676,0.216774,0.124468
-0.0538702,0.223447,0.123907
-0.0493894,0.223355,0.134619
-0.0634209,0.223613,0.115783
-0.0585452,0.223534,0.117565
-0.0593916,0.2172,0.118315
-0.0639328,0.21705,0.116534
-0.0648704,0.213111,0.165258
-0.0606689,0.213361,0.163599
-0.0607772,0.227638,0.162282
-0.0649576,0.227741,0.163743
-0.0688545,0.216992,0.116453
-0.0741655,0.217012,0.118069
-0.0741576,0.223702,0.117863
-0.0686135,0.223695,0.115936
-0.0690193,0.227867,0.163999
-0.0736791,0.227977,0.162121
-0.0741543,0.213111,0.163334
-0.0693451,0.213005,0.16517
-0.0847233,0.310165,0.111329
-0.0945148,0.314631,0.122212
-0.0962254,0.334807,0.117674
-0.0843729,0.329269,0.10728
-0.0989651,0.318294,0.133852
-0.0978395,0.321037,0.144606
-0.101156,0.341853,0.139929
-0.101878,0.339165,0.129159
-0.0995175,0.321833,0.15297
-0.0979121,0.321655,0.159093
-0.10145,0.342486,0.157703
-0.103034,0.342766,0.149302
-0.0942904,0.321337,0.164211
-0.0885456,0.320888,0.168067
-0.0912677,0.339708,0.169543
-0.0975536,0.341414,0.164467
-0.0851801,0.302661,0.166277
-0.0901826,0.302577,0.163473
-0.0799863,0.271144,0.160681
-0.0828302,0.271115,0.157398
-0.0927741,0.302606,0.160371
-0.0942865,0.302739,0.155386
-0.0916314,0.297688,0.148779
-0.0949539,0.295194,0.138211
-0.0895913,0.269236,0.142116
-0.0839758,0.27078,0.152576
-0.0896737,0.266377,0.131394
-0.0925957,0.291963,0.126708
-0.0844311,0.287883,0.115933
-0.0830253,0.262316,0.121264
-0.080884,0.243303,0.124917
-0.0811146,0.232407,0.124306
-0.0895841,0.234231,0.133932
-0.0874678,0.247174,0.134432
-0.087507,0.249592,0.144238
-0.0895998,0.236522,0.145113
-0.0809679,0.239207,0.156082
-0.0796803,0.251325,0.154752
-0.046522,0.312876,0.130864
-0.0498671,0.309809,0.118619
-0.0464873,0.327133,0.115247
-0.0439587,0.328753,0.126871
-0.0491721,0.317811,0.152872
-0.0462971,0.31557,0.142294
-0.0439308,0.330656,0.138052
-0.0464258,0.332767,0.14871
-0.0584916,0.319399,0.164877
-0.0532361,0.318996,0.160292
-0.050572,0.334373,0.157071
-0.0563576,0.335677,0.163375
-0.0614039,0.271,0.160223
-0.0562998,0.29761,0.160866
-0.0604885,0.297617,0.164208
-0.0581108,0.270651,0.154873
-0.0525638,0.26892,0.145001
-0.049272,0.294888,0.144575
-0.053153,0.297005,0.154856
-0.0541682,0.262123,0.124338
-0.0532022,0.288279,0.121964
-0.0488926,0.291903,0.133459
-0.0508533,0.266007,0.134672
-0.05199,0.24393,0.135279
-0.0497251,0.233631,0.134663
-0.0544881,0.231986,0.124361
-0.0553886,0.240387,0.125043
-0.0591832,0.251124,0.155459
-0.0559198,0.238802,0.156535
-0.0502088,0.235913,0.145807
-0.0530477,0.248557,0.145412
-0.062769,0.241694,0.116864
-0.057012,0.240863,0.119142
-0.0578544,0.231693,0.117661
-0.063042,0.231893,0.116019
-0.0631066,0.285361,0.110482
-0.0568116,0.285928,0.113876
-0.0570659,0.259906,0.117334
-0.062938,0.259753,0.114954
-0.0591274,0.325972,0.10329
-0.0516093,0.326122,0.107386
-0.054982,0.30795,0.110519
-0.0618141,0.307376,0.106553
-0.0713159,0.319651,0.172368
-0.0645232,0.319619,0.16891
-0.0634789,0.336577,0.169007
-0.0718905,0.337156,0.173952
-0.0684359,0.271181,0.164816
-0.0649903,0.271349,0.162833
-0.0649734,0.297949,0.166953
-0.0701136,0.297723,0.169425
-0.0652753,0.240297,0.164144
-0.0612487,0.240217,0.162493
-0.0638128,0.252037,0.161305
-0.0668902,0.251961,0.162951
-0.0683629,0.231779,0.116178
-0.0738292,0.231338,0.119223
-0.0743584,0.241003,0.120002
-0.0685084,0.241164,0.116807
-0.0691655,0.259851,0.114476
-0.0750213,0.26048,0.11738
-0.0753886,0.286113,0.112158
-0.0695226,0.28531,0.109409
-0.0686418,0.307342,0.105103
-0.0754581,0.307809,0.106159
-0.074037,0.326586,0.102503
-0.0666054,0.326142,0.101664
-0.0791211,0.337782,0.175341
-0.0851744,0.338562,0.173159
-0.0832397,0.320426,0.170889
-0.0775563,0.319904,0.173041
-0.075164,0.297768,0.169657
-0.0801147,0.298109,0.167632
-0.075916,0.271416,0.162909
-0.0720731,0.271205,0.164842
-0.0702973,0.251992,0.162837
-0.0740283,0.25213,0.160958
-0.0741494,0.240463,0.162117
-0.0695575,0.24038,0.164004
-0.103177,0.36049,0.155856
-0.10483,0.36063,0.14604
-0.0406104,0.341473,0.12301
-0.0425905,0.340618,0.112512
-0.0517049,0.347311,0.159017
-0.0458329,0.345964,0.151811
-0.0420768,0.344534,0.143321
-0.0404329,0.342806,0.133298
-0.0675222,0.349584,0.172226
-0.0589683,0.348542,0.165825
-0.0748573,0.353969,0.177309
-0.0476314,0.340296,0.105096
-0.0556878,0.340457,0.100767
-0.103596,0.358663,0.124197
-0.103067,0.360182,0.135553
-0.099573,0.360241,0.164077
-0.094009,0.359961,0.1707
-0.0640197,0.340507,0.0988884
-0.0722687,0.34078,0.0994813
-0.0881975,0.358278,0.175358
-0.0819156,0.355392,0.178052
-0.0972877,0.353304,0.112912
-0.084,0.344751,0.103561
-0.0785686,0.0880875,0.123047
-0.0792693,0.0947674,0.123849
-0.0680219,0.0921066,0.111931
-0.0676135,0.0879236,0.111855
-0.0798958,0.0889654,0.1387
-0.0798673,0.0992737,0.14023
-0.0832691,0.0968221,0.132737
-0.0827281,0.0883749,0.131385
-0.0727558,0.089736,0.147912
-0.0727047,0.100587,0.148793
-0.0762597,0.100679,0.145331
-0.0764672,0.0896048,0.144009
-0.0650632,0.0896866,0.149281
-0.0645252,0.0999612,0.149587
-0.0687779,0.100347,0.150226
-0.0689377,0.0897758,0.149682
-0.0525784,0.089138,0.1418
-0.052637,0.0969094,0.142475
-0.0591518,0.0986474,0.14724
-0.0596412,0.0893336,0.146873
-0.0490088,0.0877599,0.118416
-0.0490169,0.0917161,0.118683
-0.0494798,0.0947877,0.133334
-0.0492228,0.0886163,0.132661
-0.0509084,0.0900425,0.110362
-0.0509262,0.0878057,0.11019
-0.0534728,0.088343,0.108098
-0.0535723,0.090445,0.108198
-0.0566301,0.0904958,0.107098
-0.0564533,0.088385,0.107043
-0.059845,0.0878846,0.107094
-0.0601111,0.0902449,0.107086
-0.0572105,0.0989321,0.107175
-0.054249,0.0987868,0.108247
-0.0516689,0.0983066,0.110894
-0.0500281,0.101255,0.118915
-0.0500208,0.105989,0.131866
-0.0525613,0.109137,0.140095
-0.0583173,0.110945,0.144346
-0.0632805,0.112149,0.146819
-0.0675041,0.112733,0.147472
-0.071523,0.112853,0.146243
-0.0753384,0.11248,0.143121
-0.0789467,0.111428,0.138087
-0.0688977,0.102134,0.112919
-0.060961,0.0987271,0.10753
-0.0822721,0.109715,0.131105
-0.0785766,0.106635,0.122786
-0.0796829,0.202591,0.154845
-0.0871703,0.205042,0.143984
-0.0844797,0.197044,0.142741
-0.0783017,0.195481,0.152619
-0.0843369,0.19848,0.134069
-0.0871827,0.20716,0.134172
-0.079628,0.208452,0.125208
-0.078125,0.199445,0.127199
-0.0782152,0.186156,0.130701
-0.0750032,0.169017,0.128205
-0.0803603,0.169236,0.132688
-0.0821366,0.185868,0.133785
-0.0827034,0.184958,0.141604
-0.0819007,0.168561,0.140023
-0.0784129,0.166859,0.146446
-0.0777742,0.183586,0.149964
-0.0789577,0.149905,0.142797
-0.0814719,0.151468,0.137051
-0.0811811,0.1337,0.132633
-0.0793981,0.132722,0.13902
-0.0781657,0.133524,0.125788
-0.0791279,0.151781,0.130053
-0.0735129,0.150543,0.125638
-0.072124,0.132014,0.122037
-0.0778785,0.118476,0.123428
-0.0711883,0.116713,0.119499
-0.0793227,0.119905,0.13742
-0.081354,0.119786,0.130659
-0.0586356,0.196235,0.153073
-0.0541916,0.198253,0.143466
-0.0516243,0.205913,0.144748
-0.0568104,0.20333,0.155343
-0.0588195,0.200293,0.128056
-0.0565319,0.209151,0.12571
-0.0515272,0.208009,0.134924
-0.0544156,0.199713,0.13479
-0.056077,0.186752,0.134665
-0.0564041,0.169548,0.134846
-0.0595838,0.169081,0.129144
-0.0591619,0.186809,0.131225
-0.0599155,0.184173,0.150572
-0.060961,0.167166,0.148002
-0.0569667,0.168951,0.142232
-0.0559245,0.185851,0.142502
-0.0595357,0.132794,0.143922
-0.0551893,0.133609,0.138398
-0.0567797,0.151541,0.140787
-0.0608085,0.150048,0.14572
-0.0563541,0.131589,0.125218
-0.0581985,0.15032,0.127582
-0.0557698,0.151733,0.133572
-0.0539381,0.1333,0.13104
-0.054175,0.116118,0.123655
-0.0519458,0.118057,0.13047
-0.0537133,0.119476,0.138183
-0.0586788,0.119759,0.143485
-0.0563996,0.115028,0.111188
-0.053601,0.114644,0.11351
-0.0614476,0.150993,0.115629
-0.0584971,0.150506,0.117673
-0.0563158,0.131601,0.115577
-0.0590634,0.132041,0.113417
-0.0658296,0.186663,0.120194
-0.0626655,0.18682,0.12175
-0.0606101,0.168992,0.11966
-0.063699,0.169285,0.117798
-0.0646758,0.209255,0.118347
-0.0609153,0.209556,0.120136
-0.0624854,0.200295,0.122031
-0.0659463,0.199959,0.120528
-0.0657743,0.194482,0.160239
-0.0624969,0.194979,0.158665
-0.0613143,0.202093,0.161612
-0.0651748,0.201667,0.163245
-0.067898,0.165999,0.152411
-0.0646124,0.166182,0.151388
-0.0634674,0.183141,0.155314
-0.0665517,0.182756,0.156736
-0.0676311,0.132369,0.147374
-0.0636808,0.13238,0.146912
-0.0646139,0.149272,0.14853
-0.0681824,0.149211,0.149239
-0.0632253,0.120006,0.14636
-0.0673862,0.120219,0.146788
-0.0630605,0.11494,0.110602
-0.0590317,0.115143,0.110404
-0.0615046,0.132128,0.112876
-0.0653002,0.131823,0.113439
-0.0673922,0.150672,0.116146
-0.0638354,0.151063,0.115255
-0.0661454,0.169293,0.117566
-0.0696864,0.168946,0.118681
-0.0722083,0.186448,0.121322
-0.0684531,0.186564,0.120099
-0.0691593,0.199795,0.120455
-0.073328,0.199778,0.121717
-0.0735053,0.20905,0.119855
-0.0688911,0.209058,0.118251
-0.0693247,0.201523,0.163155
-0.0737651,0.201667,0.161344
-0.0732625,0.194584,0.158424
-0.0693622,0.194351,0.16016
-0.0699033,0.182646,0.156623
-0.073519,0.182813,0.154973
-0.0749006,0.165979,0.15048
-0.0713248,0.165931,0.152108
-0.0719023,0.149167,0.148616
-0.0757769,0.149135,0.146657
-0.0762861,0.132266,0.143566
-0.0718318,0.132331,0.146261
-0.0716735,0.120233,0.145458
-0.0760903,0.120053,0.142351
-0.0606207,0.168945,0.125644
-0.0617468,0.186878,0.127101
-0.0570168,0.131713,0.121627
-0.0590353,0.150498,0.123804
-0.0547423,0.115108,0.118641
-0.0690247,0.132575,0.119194
-0.0667812,0.115679,0.115828
-0.0706932,0.150754,0.122508
-0.0724774,0.168946,0.125004
-0.0746449,0.186418,0.126846
-0.0828479,0.0463827,0.142054
-0.0794012,0.0489595,0.137454
-0.0822532,0.0477222,0.130879
-0.0864732,0.0451762,0.133348
-0.083534,0.0424007,0.122931
-0.0799142,0.0473374,0.123704
-0.0717857,0.046327,0.11508
-0.0731502,0.0389463,0.111806
-0.0437579,0.0459631,0.147914
-0.0470953,0.0494399,0.144201
-0.0531971,0.0501422,0.146989
-0.049823,0.0466259,0.151976
-0.0383237,0.0396248,0.125526
-0.0421818,0.0467269,0.126427
-0.0438833,0.0482441,0.1375
-0.0400624,0.0433995,0.13947
-0.0498515,0.0440717,0.117013
-0.0441899,0.0447185,0.119719
-0.0411159,0.0386079,0.117534
-0.0482543,0.0378166,0.114774
-0.0635223,0.0477229,0.154343
-0.0564616,0.0472554,0.154092
-0.0591316,0.0506778,0.148498
-0.0651679,0.0509697,0.14851
-0.0553893,0.037726,0.112063
-0.0634554,0.0382627,0.109021
-0.0635233,0.044331,0.112376
-0.0564122,0.043892,0.114568
-0.0707068,0.0507327,0.14653
-0.0757172,0.0499646,0.142576
-0.0773298,0.0472707,0.148439
-0.0705548,0.0477509,0.152459
-0.0790322,0.0818831,0.136334
-0.0817044,0.0821358,0.130194
-0.0801428,0.0772228,0.12936
-0.0786984,0.0766442,0.135167
-0.0766955,0.0769947,0.122787
-0.0776189,0.0820127,0.122578
-0.0670675,0.0824339,0.112792
-0.0674631,0.0760017,0.115446
-0.0688606,0.0673992,0.11677
-0.0707159,0.0559403,0.117391
-0.0781549,0.0565273,0.124193
-0.0772813,0.0685734,0.123215
-0.0802249,0.0688541,0.129319
-0.0805717,0.0568324,0.130448
-0.0781915,0.0568228,0.136419
-0.0785929,0.0682471,0.135088
-0.0572608,0.0767923,0.142856
-0.052015,0.0769982,0.139229
-0.0522243,0.0824711,0.140545
-0.0586567,0.0822632,0.144638
-0.0503729,0.0762442,0.121187
-0.0495749,0.0825637,0.118779
-0.0491882,0.0823491,0.131999
-0.0497167,0.0768144,0.132003
-0.0484524,0.0685907,0.133397
-0.0466909,0.05722,0.135995
-0.0460233,0.0566307,0.126551
-0.0488644,0.0678472,0.123674
-0.055865,0.0685694,0.142952
-0.0549851,0.0576173,0.144821
-0.0494157,0.0576473,0.142135
-0.0507709,0.0688381,0.13982
-0.0536643,0.066921,0.115044
-0.0506201,0.0672901,0.11755
-0.0473802,0.0553047,0.119544
-0.0515291,0.0547281,0.116471
-0.0534768,0.0838954,0.108793
-0.0510331,0.0834204,0.11099
-0.0517851,0.076146,0.114428
-0.0540593,0.076119,0.11213
-0.0672656,0.076504,0.145563
-0.0623438,0.0766267,0.144966
-0.0638768,0.0818668,0.146786
-0.0678959,0.0817165,0.147134
-0.065946,0.0576129,0.146714
-0.0604506,0.0576415,0.146429
-0.0611385,0.0683552,0.144789
-0.066566,0.0682045,0.145347
-0.0568996,0.0545195,0.114559
-0.0631293,0.0547905,0.11381
-0.0621672,0.0667773,0.113645
-0.0575208,0.0667614,0.113759
-0.0570925,0.0760132,0.111135
-0.0608606,0.0758197,0.111468
-0.0599285,0.0833026,0.107998
-0.0564539,0.0838527,0.107792
-0.0718396,0.0816507,0.145321
-0.0757144,0.0816781,0.141354
-0.0758144,0.0763952,0.140023
-0.0717544,0.0764274,0.143915
-0.0714255,0.0680929,0.143716
-0.0756202,0.068003,0.139847
-0.0751998,0.0570733,0.141091
-0.070899,0.0574218,0.144905
-0.039599,0.0414404,0.140163
-0.0379957,0.0371923,0.126022
-0.043456,0.0449564,0.148854
-0.0495329,0.0456945,0.152836
-0.056201,0.0463944,0.154958
-0.0633035,0.0469492,0.155234
-0.0704153,0.0470409,0.153394
-0.077377,0.0466436,0.149426
-0.0831674,0.0458777,0.143014
-0.0872424,0.0447426,0.13428
-0.0843881,0.0408608,0.123678
-0.0736549,0.0367899,0.112195
-0.0636499,0.0359609,0.108876
-0.0557779,0.0354286,0.112199
-0.0482537,0.0354895,0.115018
-0.0407661,0.0362481,0.117546
-0.0386181,0.0345756,0.126849
-0.0412019,0.0330589,0.118354
-0.0402376,0.0396622,0.141237
-0.0436383,0.0435826,0.149756
-0.0496835,0.0444091,0.153448
-0.0562184,0.0451705,0.155546
-0.0631751,0.045878,0.155793
-0.0701615,0.0461112,0.153979
-0.0771302,0.0458772,0.150029
-0.0830404,0.0452898,0.143715
-0.0876111,0.0442996,0.135229
-0.0849732,0.0402559,0.125607
-0.0741313,0.0347089,0.113705
-0.0644887,0.0331232,0.109865
-0.0569091,0.0323597,0.113904
-0.0490117,0.0322768,0.116745
-0.0763946,0.0293475,0.115129
-0.0816493,0.0217109,0.119329
-0.0933745,0.0283543,0.135528
-0.0875796,0.0356453,0.128229
-0.090102,0.0404002,0.139256
-0.0950747,0.0325258,0.14875
-0.0877143,0.0336322,0.158079
-0.0846639,0.0428988,0.148068
-0.0394003,0.0335099,0.143331
-0.0388693,0.0222064,0.148192
-0.0384184,0.0182925,0.131141
-0.0381929,0.0282543,0.128178
-0.0489532,0.0398994,0.157475
-0.048058,0.0273427,0.165138
-0.0416941,0.025088,0.159482
-0.0426985,0.037339,0.153029
-0.0625149,0.0317625,0.171295
-0.0549425,0.0295795,0.169109
-0.0556728,0.0414063,0.159922
-0.0630199,0.0423614,0.160404
-0.0495313,0.026264,0.117414
-0.040919,0.0267037,0.11853
-0.0420307,0.016618,0.12139
-0.0514263,0.0169941,0.120171
-0.0608321,0.017685,0.117414
-0.0702314,0.0185666,0.113
-0.0659913,0.0273923,0.109921
-0.0578978,0.0265725,0.114564
-0.070495,0.0429563,0.158625
-0.0780713,0.0431275,0.154497
-0.079519,0.0338303,0.165154
-0.0707164,0.0332397,0.170048
-0.0803301,0.0230476,0.174487
-0.080192,0.0214349,0.174355
-0.0708014,0.0198779,0.179
-0.0708126,0.0215207,0.179257
-0.0980146,0.0244702,0.158426
-0.0976772,0.0229668,0.158655
-0.089226,0.0225164,0.167612
-0.0894758,0.024084,0.167584
-0.0846504,0.0166371,0.121838
-0.0846559,0.0152449,0.122489
-0.0965291,0.0199552,0.141071
-0.0967828,0.0213891,0.140619
-0.0623619,0.0137218,0.118645
-0.0627563,0.0122297,0.119221
-0.0727968,0.0128375,0.115606
-0.0725642,0.0142576,0.114929
-0.0425912,0.0130523,0.122706
-0.0431651,0.0114073,0.123016
-0.0528691,0.0117155,0.121647
-0.0523623,0.0132813,0.121196
-0.0391535,0.0149321,0.150365
